debate_id,turn_index,speaker,turn_char_len,turn_word_len,claim_count,claim_chars_total,claim_words_total,mean_rel_start,mean_rel_len
20160926_trump_clinton,554,TRUMP,31,5,0,0,0,,
20160926_trump_clinton,555,CLINTON,12,3,0,0,0,,
20160926_trump_clinton,556,TRUMP,40,8,1,14,3,0.0,0.35
20160926_trump_clinton,557,CLINTON,765,138,0,0,0,,
20160926_trump_clinton,558,TRUMP,37,8,0,0,0,,
20160926_trump_clinton,559,TRUMP,25,5,0,0,0,,
20160926_trump_clinton,560,TRUMP,483,78,2,130,22,0.7753623188405797,0.13457556935817805
20160926_trump_clinton,561,CLINTON,19,4,0,0,0,,
20160926_trump_clinton,562,TRUMP,446,83,0,0,0,,
20160926_trump_clinton,563,CLINTON,208,38,0,0,0,,
20160926_trump_clinton,564,TRUMP,741,130,3,198,33,0.5991902834008097,0.08906882591093117
20160926_trump_clinton,565,TRUMP,247,51,0,0,0,,
20160926_trump_clinton,566,TRUMP,5,1,0,0,0,,
20160926_trump_clinton,567,TRUMP,599,109,3,107,20,0.5158597662771286,0.05954368391764051
20160926_trump_clinton,568,TRUMP,576,109,0,0,0,,
20160926_trump_clinton,569,CLINTON,1454,260,5,456,77,0.447455295735901,0.06272352132049519
20160926_trump_clinton,570,TRUMP,1878,347,7,408,73,0.4410467062224251,0.031036056595162027
20160926_trump_clinton,571,CLINTON,1913,328,4,372,61,0.4317825405122844,0.048614741244119186
20160926_trump_clinton,572,CLINTON,152,26,0,0,0,,
20160926_trump_clinton,573,TRUMP,2350,434,7,316,56,0.2378723404255319,0.019209726443768997
20160926_trump_clinton,574,CLINTON,1343,246,3,367,63,0.4949118888061554,0.09108960039712088
20160926_trump_clinton,575,TRUMP,1015,193,1,42,8,0.8285714285714286,0.041379310344827586
20160926_trump_clinton,576,CLINTON,120,20,1,37,6,0.6833333333333333,0.30833333333333335
20160926_trump_clinton,577,TRUMP,6,1,0,0,0,,
20160926_trump_clinton,578,CLINTON,46,8,0,0,0,,
20160926_trump_clinton,579,TRUMP,13,2,0,0,0,,
20160926_trump_clinton,580,CLINTON,2017,349,6,456,77,0.40505701536936045,0.03767972235994051
20160926_trump_clinton,581,TRUMP,24,5,0,0,0,,
20160926_trump_clinton,582,TRUMP,2359,447,6,220,44,0.6098629362724318,0.015543309311855305
20160926_trump_clinton,583,CLINTON,22,3,0,0,0,,
20160926_trump_clinton,584,TRUMP,18,4,0,0,0,,
20160926_trump_clinton,585,CLINTON,26,4,0,0,0,,
20160926_trump_clinton,586,TRUMP,321,58,1,25,5,0.7663551401869159,0.0778816199376947
20160926_trump_clinton,587,TRUMP,34,8,1,33,8,0.0,0.9705882352941176
20160926_trump_clinton,588,TRUMP,133,23,0,0,0,,
20160926_trump_clinton,589,TRUMP,28,5,0,0,0,,
20160926_trump_clinton,590,TRUMP,69,16,1,29,7,0.21739130434782608,0.42028985507246375
20160926_trump_clinton,591,TRUMP,30,6,0,0,0,,
20160926_trump_clinton,592,TRUMP,562,100,0,0,0,,
20160926_trump_clinton,593,TRUMP,1018,188,3,113,25,0.2966601178781925,0.03700065487884741
20160926_trump_clinton,594,TRUMP,36,8,0,0,0,,
20160926_trump_clinton,595,TRUMP,485,85,1,59,10,0.4144329896907217,0.12164948453608247
20160926_trump_clinton,596,TRUMP,216,39,0,0,0,,
20160926_trump_clinton,597,CLINTON,1562,274,6,526,100,0.49829278702518137,0.056124626547161764
20160926_trump_clinton,598,TRUMP,27,6,0,0,0,,
20160926_trump_clinton,599,CLINTON,94,16,0,0,0,,
20160926_trump_clinton,600,TRUMP,26,5,0,0,0,,
20160926_trump_clinton,601,CLINTON,426,75,2,262,44,0.2863849765258216,0.3075117370892019
20160926_trump_clinton,602,TRUMP,6,1,0,0,0,,
20160926_trump_clinton,603,CLINTON,26,6,0,0,0,,
20160926_trump_clinton,604,TRUMP,10,2,0,0,0,,
20160926_trump_clinton,605,CLINTON,406,72,0,0,0,,
20160926_trump_clinton,606,TRUMP,66,14,0,0,0,,
20160926_trump_clinton,607,CLINTON,66,11,0,0,0,,
20160926_trump_clinton,608,TRUMP,901,161,7,145,29,0.5485967972094498,0.0229903282067544
20160926_trump_clinton,609,TRUMP,182,36,1,38,7,0.6428571428571429,0.2087912087912088
20160926_trump_clinton,610,TRUMP,100,19,0,0,0,,
20160926_trump_clinton,611,TRUMP,1976,363,4,127,23,0.6634615384615384,0.016067813765182185
20160926_trump_clinton,612,TRUMP,122,23,0,0,0,,
20160926_trump_clinton,613,CLINTON,1903,356,1,63,11,0.5412506568575933,0.03310562270099842
20160926_trump_clinton,614,CLINTON,39,8,0,0,0,,
20160926_trump_clinton,615,TRUMP,34,7,0,0,0,,
20160926_trump_clinton,616,TRUMP,366,70,1,76,14,0.7896174863387978,0.20765027322404372
20160926_trump_clinton,617,TRUMP,232,45,1,46,8,0.41379310344827586,0.19827586206896552
20160926_trump_clinton,618,TRUMP,43,9,0,0,0,,
20160926_trump_clinton,619,TRUMP,409,79,0,0,0,,
20160926_trump_clinton,620,TRUMP,202,36,0,0,0,,
20160926_trump_clinton,621,TRUMP,519,99,3,66,10,0.590237636480411,0.04238921001926782
20160926_trump_clinton,622,CLINTON,291,50,0,0,0,,
20160926_trump_clinton,623,TRUMP,552,96,1,36,7,0.5,0.06521739130434782
20160926_trump_clinton,624,CLINTON,35,6,0,0,0,,
20160926_trump_clinton,625,CLINTON,195,37,2,96,17,0.5,0.24615384615384617
20160926_trump_clinton,626,TRUMP,18,4,0,0,0,,
20160926_trump_clinton,627,CLINTON,69,15,0,0,0,,
20160926_trump_clinton,628,TRUMP,18,4,0,0,0,,
20160926_trump_clinton,629,CLINTON,268,48,2,91,15,0.6194029850746269,0.1697761194029851
20160926_trump_clinton,630,TRUMP,49,10,0,0,0,,
20160926_trump_clinton,631,CLINTON,27,5,0,0,0,,
20160926_trump_clinton,632,TRUMP,24,5,0,0,0,,
20160926_trump_clinton,633,CLINTON,51,11,0,0,0,,
20160926_trump_clinton,634,TRUMP,11,2,0,0,0,,
20160926_trump_clinton,635,CLINTON,36,7,0,0,0,,
20160926_trump_clinton,636,TRUMP,42,8,0,0,0,,
20160926_trump_clinton,637,TRUMP,353,63,0,0,0,,
20160926_trump_clinton,638,TRUMP,547,101,2,95,18,0.5155393053016453,0.08683729433272395
20160926_trump_clinton,639,TRUMP,103,17,1,30,4,0.5922330097087378,0.2912621359223301
20160926_trump_clinton,640,CLINTON,485,93,0,0,0,,
20160926_trump_clinton,641,TRUMP,504,91,5,188,35,0.5678571428571428,0.0746031746031746
20160926_trump_clinton,642,TRUMP,190,36,0,0,0,,
20200929_trump_biden,643,BIDEN,19,4,0,0,0,,
20200929_trump_biden,644,TRUMP,18,4,0,0,0,,
20200929_trump_biden,645,BIDEN,9,2,0,0,0,,
20200929_trump_biden,646,TRUMP,1352,254,5,230,42,0.4590236686390533,0.034023668639053255
20200929_trump_biden,647,BIDEN,88,16,0,0,0,,
20200929_trump_biden,648,TRUMP,15,3,0,0,0,,
20200929_trump_biden,649,BIDEN,1921,345,9,569,100,0.5605876568916652,0.03291109954306207
20200929_trump_biden,650,TRUMP,449,81,1,66,9,0.0,0.14699331848552338
20200929_trump_biden,651,BIDEN,34,6,0,0,0,,
20200929_trump_biden,652,TRUMP,374,65,2,118,18,0.5481283422459893,0.15775401069518716
20200929_trump_biden,653,BIDEN,23,4,0,0,0,,
20200929_trump_biden,654,TRUMP,78,11,0,0,0,,
20200929_trump_biden,655,BIDEN,16,2,0,0,0,,
20200929_trump_biden,656,BIDEN,348,67,2,116,21,0.39798850574712646,0.16666666666666669
20200929_trump_biden,657,TRUMP,67,13,0,0,0,,
20200929_trump_biden,658,BIDEN,21,5,0,0,0,,
20200929_trump_biden,659,TRUMP,94,15,1,66,10,0.2872340425531915,0.7021276595744681
20200929_trump_biden,660,BIDEN,54,11,0,0,0,,
20200929_trump_biden,661,TRUMP,54,10,0,0,0,,
20200929_trump_biden,662,BIDEN,36,7,0,0,0,,
20200929_trump_biden,663,TRUMP,24,4,0,0,0,,
20200929_trump_biden,664,BIDEN,417,75,3,142,23,0.4828137490007994,0.11350919264588329
20200929_trump_biden,665,TRUMP,143,23,1,97,14,0.11188811188811189,0.6783216783216783
20200929_trump_biden,666,BIDEN,29,6,0,0,0,,
20200929_trump_biden,667,TRUMP,207,41,3,89,18,0.6972624798711755,0.143317230273752
20200929_trump_biden,668,TRUMP,48,9,0,0,0,,
20200929_trump_biden,669,TRUMP,39,6,0,0,0,,
20200929_trump_biden,670,BIDEN,43,10,0,0,0,,
20200929_trump_biden,671,BIDEN,203,42,1,44,9,0.1625615763546798,0.21674876847290642
20200929_trump_biden,672,TRUMP,110,24,0,0,0,,
20200929_trump_biden,673,BIDEN,32,7,0,0,0,,
20200929_trump_biden,674,TRUMP,17,4,0,0,0,,
20200929_trump_biden,675,BIDEN,13,3,0,0,0,,
20200929_trump_biden,676,TRUMP,32,4,0,0,0,,
20200929_trump_biden,677,BIDEN,44,9,0,0,0,,
20200929_trump_biden,678,TRUMP,65,14,0,0,0,,
20200929_trump_biden,679,BIDEN,10,2,0,0,0,,
20200929_trump_biden,680,TRUMP,13,2,0,0,0,,
20200929_trump_biden,681,TRUMP,42,7,0,0,0,,
20200929_trump_biden,682,BIDEN,16,2,0,0,0,,
20200929_trump_biden,683,TRUMP,55,10,0,0,0,,
20200929_trump_biden,684,TRUMP,83,16,2,69,14,0.35542168674698793,0.41566265060240964
20200929_trump_biden,685,TRUMP,69,13,0,0,0,,
20200929_trump_biden,686,TRUMP,44,8,0,0,0,,
20200929_trump_biden,687,TRUMP,86,14,1,65,10,0.23255813953488372,0.7558139534883721
20200929_trump_biden,688,TRUMP,44,10,0,0,0,,
20200929_trump_biden,689,TRUMP,9,2,0,0,0,,
20200929_trump_biden,690,TRUMP,464,82,4,110,21,0.5544181034482759,0.059267241379310345
20200929_trump_biden,691,TRUMP,34,7,0,0,0,,
20200929_trump_biden,692,BIDEN,27,5,0,0,0,,
20200929_trump_biden,693,TRUMP,391,73,3,147,31,0.5916453537936914,0.12531969309462915
20200929_trump_biden,694,TRUMP,18,4,0,0,0,,
20200929_trump_biden,695,BIDEN,4,1,0,0,0,,
20200929_trump_biden,696,BIDEN,10,3,0,0,0,,
20200929_trump_biden,697,TRUMP,44,9,0,0,0,,
20200929_trump_biden,698,BIDEN,372,66,2,160,27,0.6155913978494624,0.2150537634408602
20200929_trump_biden,699,TRUMP,122,21,2,98,16,0.3770491803278689,0.4016393442622951
20200929_trump_biden,700,BIDEN,10,2,0,0,0,,
20200929_trump_biden,701,TRUMP,32,6,0,0,0,,
20200929_trump_biden,702,BIDEN,80,17,1,21,4,0.725,0.2625
20200929_trump_biden,703,TRUMP,12,3,0,0,0,,
20200929_trump_biden,704,BIDEN,36,10,0,0,0,,
20200929_trump_biden,705,TRUMP,12,3,0,0,0,,
20200929_trump_biden,706,BIDEN,40,7,0,0,0,,
20200929_trump_biden,707,TRUMP,79,14,0,0,0,,
20200929_trump_biden,708,BIDEN,23,6,0,0,0,,
20200929_trump_biden,709,TRUMP,37,7,0,0,0,,
20200929_trump_biden,710,BIDEN,82,17,0,0,0,,
20200929_trump_biden,711,TRUMP,10,2,0,0,0,,
20200929_trump_biden,712,BIDEN,35,7,0,0,0,,
20200929_trump_biden,713,TRUMP,10,2,0,0,0,,
20200929_trump_biden,714,BIDEN,169,33,0,0,0,,
20200929_trump_biden,715,TRUMP,94,18,1,56,11,0.39361702127659576,0.5957446808510638
20200929_trump_biden,716,BIDEN,25,6,0,0,0,,
20200929_trump_biden,717,BIDEN,35,8,0,0,0,,
20200929_trump_biden,718,TRUMP,54,9,0,0,0,,
20200929_trump_biden,719,BIDEN,50,10,0,0,0,,
20200929_trump_biden,720,TRUMP,57,9,1,48,8,0.14035087719298245,0.8421052631578947
20200929_trump_biden,721,BIDEN,34,6,1,21,4,0.0,0.6176470588235294
20200929_trump_biden,722,BIDEN,11,2,0,0,0,,
20200929_trump_biden,723,TRUMP,22,5,0,0,0,,
20200929_trump_biden,724,BIDEN,11,2,0,0,0,,
20200929_trump_biden,725,TRUMP,161,28,2,131,22,0.38198757763975155,0.40683229813664595
20200929_trump_biden,726,BIDEN,73,14,0,0,0,,
20200929_trump_biden,727,TRUMP,15,3,0,0,0,,
20200929_trump_biden,728,BIDEN,342,62,4,258,46,0.5087719298245614,0.18859649122807018
20200929_trump_biden,729,TRUMP,94,18,0,0,0,,
20200929_trump_biden,730,BIDEN,52,11,0,0,0,,
20200929_trump_biden,731,TRUMP,22,4,0,0,0,,
20200929_trump_biden,732,BIDEN,28,6,1,27,6,0.0,0.9642857142857143
20200929_trump_biden,733,TRUMP,107,19,0,0,0,,
20200929_trump_biden,734,TRUMP,819,158,5,143,22,0.40757020757020757,0.03492063492063492
20200929_trump_biden,735,TRUMP,9,2,0,0,0,,
20200929_trump_biden,736,TRUMP,5,1,0,0,0,,
20200929_trump_biden,737,BIDEN,30,6,1,29,6,0.0,0.9666666666666667
20200929_trump_biden,738,TRUMP,17,4,0,0,0,,
20200929_trump_biden,739,BIDEN,358,64,5,154,31,0.48156424581005586,0.08603351955307262
20200929_trump_biden,740,BIDEN,5,1,0,0,0,,
20200929_trump_biden,741,BIDEN,208,37,0,0,0,,
20200929_trump_biden,742,TRUMP,32,7,0,0,0,,
20200929_trump_biden,743,BIDEN,9,2,0,0,0,,
20200929_trump_biden,744,TRUMP,32,7,0,0,0,,
20200929_trump_biden,745,BIDEN,55,10,0,0,0,,
20200929_trump_biden,746,TRUMP,39,7,0,0,0,,
20200929_trump_biden,747,BIDEN,37,7,0,0,0,,
20200929_trump_biden,748,TRUMP,105,19,1,65,13,0.37142857142857144,0.6190476190476191
20200929_trump_biden,749,BIDEN,22,5,0,0,0,,
20200929_trump_biden,750,TRUMP,53,11,0,0,0,,
20200929_trump_biden,751,BIDEN,27,4,0,0,0,,
20200929_trump_biden,752,TRUMP,61,14,1,28,6,0.0,0.45901639344262296
20200929_trump_biden,753,BIDEN,67,11,0,0,0,,
20200929_trump_biden,754,TRUMP,27,4,0,0,0,,
20200929_trump_biden,755,BIDEN,13,3,0,0,0,,
20200929_trump_biden,756,TRUMP,50,7,0,0,0,,
20200929_trump_biden,757,BIDEN,798,156,9,450,88,0.3338902812587023,0.06265664160401002
20200929_trump_biden,758,BIDEN,196,41,2,178,37,0.451530612244898,0.45408163265306123
20200929_trump_biden,759,TRUMP,6,1,0,0,0,,
20200929_trump_biden,760,BIDEN,221,46,2,97,20,0.5294117647058824,0.21945701357466063
20200929_trump_biden,761,TRUMP,6,1,0,0,0,,
20200929_trump_biden,762,TRUMP,14,3,0,0,0,,
20200929_trump_biden,763,BIDEN,561,112,3,138,30,0.22756981580510993,0.0819964349376114
20200929_trump_biden,764,TRUMP,37,8,0,0,0,,
20200929_trump_biden,765,TRUMP,705,130,8,352,66,0.4372340425531915,0.062411347517730496
20200929_trump_biden,766,TRUMP,814,144,7,383,66,0.4959634959634959,0.06721656721656721
20200929_trump_biden,767,TRUMP,466,94,0,0,0,,
20200929_trump_biden,768,BIDEN,57,15,0,0,0,,
20200929_trump_biden,769,TRUMP,121,24,2,91,19,0.3223140495867769,0.37603305785123964
20200929_trump_biden,770,BIDEN,32,5,1,31,5,0.0,0.96875
20200929_trump_biden,771,TRUMP,38,8,1,25,5,0.0,0.6578947368421053
20200929_trump_biden,772,BIDEN,437,90,0,0,0,,
20200929_trump_biden,773,TRUMP,115,21,0,0,0,,
20200929_trump_biden,774,BIDEN,362,77,3,204,43,0.33793738489871084,0.1878453038674033
20200929_trump_biden,775,TRUMP,42,7,1,41,7,0.0,0.9761904761904762
20200929_trump_biden,776,TRUMP,168,31,1,27,7,0.23214285714285715,0.16071428571428573
20200929_trump_biden,777,BIDEN,4,1,0,0,0,,
20200929_trump_biden,778,TRUMP,306,61,1,37,9,0.5,0.12091503267973856
20200929_trump_biden,779,TRUMP,176,38,1,35,9,0.7954545454545454,0.19886363636363635
20200929_trump_biden,780,TRUMP,111,20,1,73,13,0.07207207207207207,0.6576576576576577
20200929_trump_biden,781,TRUMP,217,39,2,90,18,0.467741935483871,0.2073732718894009
20200929_trump_biden,782,BIDEN,34,8,0,0,0,,
20200929_trump_biden,783,TRUMP,16,4,0,0,0,,
20200929_trump_biden,784,BIDEN,220,44,1,72,15,0.5681818181818182,0.32727272727272727
20200929_trump_biden,785,TRUMP,76,12,0,0,0,,
20200929_trump_biden,786,BIDEN,329,64,2,188,34,0.31762917933130697,0.2857142857142857
20200929_trump_biden,787,TRUMP,41,7,1,40,7,0.0,0.975609756097561
20200929_trump_biden,788,BIDEN,117,21,1,54,9,0.5299145299145299,0.46153846153846156
20200929_trump_biden,789,BIDEN,16,2,0,0,0,,
20200929_trump_biden,790,BIDEN,82,16,0,0,0,,
20200929_trump_biden,791,BIDEN,223,41,0,0,0,,
20200929_trump_biden,792,TRUMP,46,9,0,0,0,,
20200929_trump_biden,793,BIDEN,11,3,0,0,0,,
20200929_trump_biden,794,TRUMP,41,8,0,0,0,,
20200929_trump_biden,795,BIDEN,495,99,2,138,28,0.45555555555555555,0.1393939393939394
20200929_trump_biden,796,TRUMP,274,53,3,132,25,0.3430656934306569,0.16058394160583941
20200929_trump_biden,797,BIDEN,20,5,0,0,0,,
20200929_trump_biden,798,TRUMP,90,15,0,0,0,,
20200929_trump_biden,799,BIDEN,29,5,0,0,0,,
20200929_trump_biden,800,TRUMP,230,47,0,0,0,,
20200929_trump_biden,801,TRUMP,61,12,0,0,0,,
20200929_trump_biden,802,BIDEN,260,51,1,22,5,0.03076923076923077,0.08461538461538462
20200929_trump_biden,803,TRUMP,26,5,0,0,0,,
20200929_trump_biden,804,BIDEN,32,7,0,0,0,,
20200929_trump_biden,805,TRUMP,57,9,0,0,0,,
20200929_trump_biden,806,BIDEN,200,37,3,110,21,0.19666666666666666,0.18333333333333335
20200929_trump_biden,807,TRUMP,38,8,0,0,0,,
20200929_trump_biden,808,TRUMP,114,25,2,56,13,0.2236842105263158,0.24561403508771928
20200929_trump_biden,809,BIDEN,37,7,0,0,0,,
20200929_trump_biden,810,TRUMP,719,131,7,342,59,0.4838068746274588,0.06795151996820982
20200929_trump_biden,811,TRUMP,31,5,0,0,0,,
20200929_trump_biden,812,BIDEN,25,6,0,0,0,,
20200929_trump_biden,813,TRUMP,17,3,0,0,0,,
20200929_trump_biden,814,TRUMP,61,12,0,0,0,,
20200929_trump_biden,815,BIDEN,25,6,0,0,0,,
20200929_trump_biden,816,TRUMP,40,8,1,39,8,0.0,0.975
20200929_trump_biden,817,TRUMP,278,58,0,0,0,,
20200929_trump_biden,818,BIDEN,21,4,0,0,0,,
20200929_trump_biden,819,TRUMP,43,8,0,0,0,,
20200929_trump_biden,820,TRUMP,185,40,0,0,0,,
20200929_trump_biden,821,BIDEN,102,19,1,17,3,0.7745098039215687,0.16666666666666666
20200929_trump_biden,822,BIDEN,233,43,2,200,38,0.08798283261802575,0.4291845493562232
20200929_trump_biden,823,TRUMP,54,9,0,0,0,,
20200929_trump_biden,824,BIDEN,59,10,0,0,0,,
20200929_trump_biden,825,TRUMP,39,7,0,0,0,,
20200929_trump_biden,826,BIDEN,28,6,0,0,0,,
20200929_trump_biden,827,TRUMP,97,18,2,70,13,0.36597938144329895,0.36082474226804123
20200929_trump_biden,828,TRUMP,44,8,1,43,8,0.0,0.9772727272727273
20200929_trump_biden,829,TRUMP,8,1,0,0,0,,
20200929_trump_biden,830,TRUMP,28,5,0,0,0,,
20200929_trump_biden,831,TRUMP,48,9,1,30,6,0.3541666666666667,0.625
20200929_trump_biden,832,TRUMP,55,12,0,0,0,,
20200929_trump_biden,833,TRUMP,146,30,1,47,9,0.2808219178082192,0.3219178082191781
20200929_trump_biden,834,TRUMP,261,46,1,37,6,0.1839080459770115,0.1417624521072797
20200929_trump_biden,835,BIDEN,370,75,2,224,47,0.40675675675675677,0.3027027027027027
20200929_trump_biden,836,TRUMP,29,5,0,0,0,,
20200929_trump_biden,837,BIDEN,28,5,0,0,0,,
20200929_trump_biden,838,TRUMP,79,14,1,44,8,0.43037974683544306,0.5569620253164557
20200929_trump_biden,839,BIDEN,180,31,1,112,19,0.25555555555555554,0.6222222222222222
20200929_trump_biden,840,TRUMP,93,18,0,0,0,,
20200929_trump_biden,841,TRUMP,9,2,0,0,0,,
20200929_trump_biden,842,TRUMP,4,1,0,0,0,,
20200929_trump_biden,843,TRUMP,12,2,0,0,0,,
20200929_trump_biden,844,TRUMP,732,135,4,158,31,0.45116120218579236,0.05396174863387978
20200929_trump_biden,845,TRUMP,652,118,3,148,30,0.44683026584867075,0.07566462167689161
20200929_trump_biden,846,TRUMP,609,110,1,78,14,0.6009852216748769,0.12807881773399016
20200929_trump_biden,847,BIDEN,419,75,4,241,43,0.42362768496420045,0.1437947494033413
20200929_trump_biden,848,TRUMP,13,2,0,0,0,,
20200929_trump_biden,849,TRUMP,12,1,0,0,0,,
20200929_trump_biden,850,BIDEN,303,58,1,217,37,0.28052805280528054,0.7161716171617162
20200929_trump_biden,851,BIDEN,763,150,4,258,52,0.4528178243774574,0.08453473132372215
20200929_trump_biden,852,BIDEN,489,88,4,323,58,0.40286298568507156,0.16513292433537832
20200929_trump_biden,853,TRUMP,26,6,0,0,0,,
20200929_trump_biden,854,TRUMP,31,6,0,0,0,,
20200929_trump_biden,855,TRUMP,366,70,0,0,0,,
20200929_trump_biden,856,BIDEN,23,5,0,0,0,,
20200929_trump_biden,857,TRUMP,53,9,0,0,0,,
20200929_trump_biden,858,BIDEN,23,5,0,0,0,,
20200929_trump_biden,859,TRUMP,123,26,2,69,13,0.21138211382113822,0.2804878048780488
20200929_trump_biden,860,TRUMP,92,19,0,0,0,,
20200929_trump_biden,861,TRUMP,147,30,1,70,13,0.0,0.47619047619047616
20200929_trump_biden,862,BIDEN,25,5,0,0,0,,
20200929_trump_biden,863,TRUMP,57,12,2,54,12,0.2543859649122807,0.47368421052631576
20200929_trump_biden,864,BIDEN,25,5,0,0,0,,
20200929_trump_biden,865,TRUMP,286,54,1,76,15,0.3951048951048951,0.26573426573426573
20200929_trump_biden,866,TRUMP,20,5,0,0,0,,
20200929_trump_biden,867,BIDEN,24,4,0,0,0,,
20200929_trump_biden,868,TRUMP,7,2,0,0,0,,
20200929_trump_biden,869,TRUMP,20,3,0,0,0,,
20200929_trump_biden,870,TRUMP,25,4,0,0,0,,
20200929_trump_biden,871,TRUMP,72,15,0,0,0,,
20200929_trump_biden,872,BIDEN,5,1,0,0,0,,
20200929_trump_biden,873,TRUMP,25,6,0,0,0,,
20200929_trump_biden,874,BIDEN,15,2,0,0,0,,
20200929_trump_biden,875,TRUMP,596,111,2,152,29,0.6023489932885906,0.12751677852348994
20200929_trump_biden,876,BIDEN,364,73,2,158,34,0.3598901098901099,0.21703296703296704
20200929_trump_biden,877,TRUMP,12,2,0,0,0,,
20200929_trump_biden,878,BIDEN,97,20,0,0,0,,
20200929_trump_biden,879,TRUMP,48,11,0,0,0,,
20200929_trump_biden,880,BIDEN,30,4,0,0,0,,
20200929_trump_biden,881,TRUMP,44,10,0,0,0,,
20200929_trump_biden,882,BIDEN,53,8,0,0,0,,
20200929_trump_biden,883,TRUMP,35,6,1,18,4,0.0,0.5142857142857142
20200929_trump_biden,884,BIDEN,57,10,0,0,0,,
20200929_trump_biden,885,TRUMP,156,31,0,0,0,,
20200929_trump_biden,886,TRUMP,91,15,0,0,0,,
20200929_trump_biden,887,TRUMP,12,3,0,0,0,,
20200929_trump_biden,888,BIDEN,511,94,3,230,40,0.3776908023483366,0.15003261578604044
20200929_trump_biden,889,BIDEN,251,47,2,148,28,0.42031872509960155,0.2948207171314741
20200929_trump_biden,890,TRUMP,69,12,0,0,0,,
20200929_trump_biden,891,BIDEN,60,11,1,51,10,0.13333333333333333,0.85
20200929_trump_biden,892,TRUMP,42,9,0,0,0,,
20200929_trump_biden,893,BIDEN,22,5,0,0,0,,
20200929_trump_biden,894,TRUMP,49,8,0,0,0,,
20200929_trump_biden,895,BIDEN,12,2,0,0,0,,
20200929_trump_biden,896,BIDEN,14,3,0,0,0,,
20200929_trump_biden,897,BIDEN,38,7,0,0,0,,
20200929_trump_biden,898,TRUMP,10,2,0,0,0,,
20200929_trump_biden,899,TRUMP,723,134,4,224,40,0.3160442600276625,0.07745504840940526
20200929_trump_biden,900,BIDEN,5,1,0,0,0,,
20200929_trump_biden,901,BIDEN,241,44,2,138,24,0.23858921161825725,0.2863070539419087
20200929_trump_biden,902,TRUMP,19,3,0,0,0,,
20200929_trump_biden,903,BIDEN,11,3,0,0,0,,
20200929_trump_biden,904,TRUMP,58,11,1,38,7,0.3275862068965517,0.6551724137931034
20200929_trump_biden,905,TRUMP,22,4,0,0,0,,
20200929_trump_biden,906,BIDEN,107,18,1,79,13,0.2523364485981308,0.7383177570093458
20200929_trump_biden,907,TRUMP,23,4,0,0,0,,
20200929_trump_biden,908,BIDEN,27,5,0,0,0,,
20200929_trump_biden,909,TRUMP,6,1,0,0,0,,
20200929_trump_biden,910,BIDEN,13,2,0,0,0,,
20200929_trump_biden,911,TRUMP,52,10,0,0,0,,
20200929_trump_biden,912,BIDEN,3,1,0,0,0,,
20200929_trump_biden,913,TRUMP,38,7,0,0,0,,
20200929_trump_biden,914,BIDEN,9,2,0,0,0,,
20200929_trump_biden,915,TRUMP,129,21,3,81,14,0.5529715762273902,0.20930232558139536
20200929_trump_biden,916,BIDEN,23,4,0,0,0,,
20200929_trump_biden,917,TRUMP,18,3,0,0,0,,
20200929_trump_biden,918,BIDEN,54,9,1,53,9,0.0,0.9814814814814815
20200929_trump_biden,919,TRUMP,36,6,1,35,6,0.0,0.9722222222222222
20200929_trump_biden,920,BIDEN,186,36,1,65,13,0.2956989247311828,0.34946236559139787
20200929_trump_biden,921,TRUMP,92,18,0,0,0,,
20200929_trump_biden,922,BIDEN,17,4,0,0,0,,
20200929_trump_biden,923,TRUMP,130,23,1,83,15,0.0,0.6384615384615384
20200929_trump_biden,924,BIDEN,318,62,1,58,12,0.7044025157232704,0.18238993710691823
20200929_trump_biden,925,TRUMP,34,5,0,0,0,,
20200929_trump_biden,926,BIDEN,16,3,0,0,0,,
20200929_trump_biden,927,TRUMP,314,60,2,104,19,0.3471337579617835,0.16560509554140126
20200929_trump_biden,928,BIDEN,17,4,0,0,0,,
20200929_trump_biden,929,TRUMP,58,13,0,0,0,,
20200929_trump_biden,930,BIDEN,21,5,0,0,0,,
20200929_trump_biden,931,TRUMP,24,4,0,0,0,,
20200929_trump_biden,932,BIDEN,21,5,0,0,0,,
20200929_trump_biden,933,TRUMP,50,10,1,38,8,0.22,0.76
20200929_trump_biden,934,BIDEN,11,2,0,0,0,,
20200929_trump_biden,935,BIDEN,57,8,0,0,0,,
20200929_trump_biden,936,TRUMP,63,12,1,46,9,0.1746031746031746,0.7301587301587301
20200929_trump_biden,937,BIDEN,9,2,0,0,0,,
20200929_trump_biden,938,TRUMP,40,8,1,39,8,0.0,0.975
20200929_trump_biden,939,TRUMP,12,2,0,0,0,,
20200929_trump_biden,940,BIDEN,17,4,0,0,0,,
20200929_trump_biden,941,TRUMP,11,2,0,0,0,,
20200929_trump_biden,942,TRUMP,12,3,0,0,0,,
20200929_trump_biden,943,BIDEN,17,5,0,0,0,,
20200929_trump_biden,944,BIDEN,30,4,1,29,4,0.0,0.9666666666666667
20200929_trump_biden,945,TRUMP,71,13,1,66,12,0.056338028169014086,0.9295774647887324
20200929_trump_biden,946,BIDEN,36,7,0,0,0,,
20200929_trump_biden,947,TRUMP,15,4,0,0,0,,
20200929_trump_biden,948,BIDEN,22,6,0,0,0,,
20200929_trump_biden,949,BIDEN,126,23,1,52,7,0.5476190476190477,0.4126984126984127
